category_list,status,country_code,funding_rounds,founded_year,success,startup_age,primary_industry
|Entertainment|Politics|Social Media|News|,acquired,USA,1.0,2012.0,1,14,
|Publishing|Education|,operating,EST,1.0,2012.0,0,14,
|Electronics|Guides|Coffee|Restaurants|Music|iPhone|Apps|Mobile|iOS|E-Commerce|,operating,GBR,1.0,2011.0,0,15,
|Tourism|Entertainment|Games|,operating,USA,2.0,2014.0,0,12,
|Curated Web|,operating,,1.0,2007.0,0,19,
|Software|,operating,USA,1.0,2010.0,0,16,
|E-Commerce|,operating,CHL,1.0,2012.0,0,14,
|Health and Wellness|,operating,USA,1.0,1986.0,0,40,
|Health and Wellness|,operating,USA,1.0,1984.0,0,42,
|Real Estate|,operating,USA,1.0,2013.0,0,13,
|Education|,operating,GBR,2.0,2013.0,0,13,
|E-Commerce|,operating,USA,4.0,2001.0,0,25,
|Search|,operating,USA,1.0,2008.0,0,18,
|Marketplaces|Art|E-Commerce|,acquired,,1.0,2009.0,1,17,
|Curated Web|,acquired,USA,2.0,2010.0,1,16,
|Curated Web|,operating,USA,6.0,2008.0,0,18,
|Local Businesses|Restaurants|,operating,FRA,4.0,2010.0,0,16,
|Media|Games|,operating,CHN,3.0,2009.0,0,17,
|Health Care Information Technology|,operating,USA,1.0,2014.0,0,12,
|Analytics|,acquired,USA,2.0,2011.0,1,15,
|Software|,operating,USA,1.0,2000.0,0,26,
|Fashion|,operating,CAN,1.0,2014.0,0,12,
|Curated Web|,closed,USA,1.0,2009.0,0,17,
|Social Commerce|E-Commerce|Mobile Commerce|,operating,,2.0,2013.0,0,13,
|Mobility|Enterprise Software|Software|,operating,AUS,1.0,2009.0,0,17,
|Biotechnology|,operating,USA,1.0,2012.0,0,14,
|Software|,operating,USA,1.0,2010.0,0,16,
|Social Travel|,operating,CHN,1.0,2011.0,0,15,
|Sports|,operating,,1.0,2013.0,0,13,
|Sports|,operating,USA,1.0,2013.0,0,13,
|Real Estate|,operating,USA,1.0,2011.0,0,15,
|Audio|Music|Mobile|,operating,AUS,2.0,2012.0,0,14,
|Politics|Technology|Medical Devices|Pharmaceuticals|Personalization|Software|,operating,USA,6.0,2011.0,0,15,
|Small and Medium Businesses|Education|Analytics|Internet Marketing|Business Services|Advertising|E-Commerce|,operating,,2.0,2012.0,0,14,
|SaaS|E-Commerce|,operating,ROM,1.0,2008.0,0,18,
|Software|,operating,GBR,1.0,2013.0,0,13,
Unknown,operating,FRA,1.0,2008.0,0,18,Unknown
|SaaS|Software|Retail|,operating,NLD,1.0,2010.0,0,16,
|E-Commerce|,acquired,USA,1.0,2012.0,1,14,
|Manufacturing|,operating,USA,8.0,2007.0,0,19,
|iPad|Games|Augmented Reality|Computer Vision|Mobile|,operating,SWE,1.0,2010.0,0,16,
|Interest Graph|Advertising|,operating,USA,2.0,2010.0,0,16,
|Entertainment|Sports|Real Time|Social Media|Video|Advertising|,operating,USA,1.0,2010.0,0,16,
|Software|,operating,USA,3.0,2011.0,0,15,
|Games|,operating,,1.0,2011.0,0,15,
|Software|,operating,USA,1.0,2006.0,0,20,
|Entertainment|Games|,operating,USA,1.0,2009.0,0,17,
Unknown,operating,,1.0,2013.0,0,13,Unknown
|Software|,acquired,USA,1.0,1990.0,1,36,
|Travel|,operating,CHN,3.0,2004.0,0,22,
|Finance|,operating,CHN,3.0,2005.0,0,21,
|Cars|Curated Web|,closed,CHN,1.0,2006.0,0,20,
|Advertising|Mobile|Internet|Education|,operating,DNK,1.0,2009.0,0,17,
|Lifestyle|Content|Video|News|,closed,USA,1.0,2006.0,0,20,
|Chat|Mobile|,operating,IND,1.0,2012.0,0,14,
|Digital Media|File Sharing|Content|Search|Cloud Computing|Enterprise Software|,operating,SGP,1.0,2012.0,0,14,
|Tracking|Curated Web|,operating,,2.0,2009.0,0,17,
|Shopping|Cosmetics|Personal Health|Lifestyle|Fashion|E-Commerce|,closed,USA,1.0,2008.0,0,18,
|Doctors|Health Care|Health Care Information Technology|Video|Video Chat|,operating,USA,1.0,2011.0,0,15,
|Software|,operating,USA,1.0,2010.0,0,16,
|Mobile Health|Health and Wellness|,operating,,3.0,2013.0,0,13,
|Mobile Security|Mobile Devices|Tablets|Mobile|Security|,operating,,1.0,2013.0,0,13,
|Services|Health and Wellness|Health Care|,operating,USA,1.0,2002.0,0,24,
|Social Media|,operating,USA,1.0,2011.0,0,15,
|Monetization|Content|Distribution|Film|Video|Marketplaces|Video on Demand|Photography|,operating,DEU,1.0,2012.0,0,14,
|Games|Contests|Television|Startups|Sales and Marketing|News|Music|Advertising|Mobile|Curated Web|,operating,,1.0,2009.0,0,17,
Unknown,operating,USA,1.0,2011.0,0,15,Unknown
|SaaS|Predictive Analytics|Monetization|Mobile|,operating,DEU,2.0,2013.0,0,13,
|Manufacturing|,operating,USA,1.0,2011.0,0,15,
Unknown,operating,USA,1.0,2012.0,0,14,Unknown
|E-Commerce|,operating,USA,4.0,2001.0,0,25,
|E-Commerce|,operating,USA,1.0,2009.0,0,17,
Unknown,operating,USA,1.0,2014.0,0,12,Unknown
|Mobile|Analytics|Big Data|Enterprise Software|,operating,USA,2.0,2011.0,0,15,
|Games|,operating,FRA,1.0,2000.0,0,26,
Unknown,operating,,1.0,2011.0,0,15,Unknown
Unknown,operating,BEL,1.0,2010.0,0,16,Unknown
|Biotechnology|,operating,USA,1.0,2000.0,0,26,
|News|,operating,USA,5.0,2008.0,0,18,
|Mobile|,operating,IRL,1.0,2006.0,0,20,
|Publishing|Education|Parenting|Curated Web|,operating,ITA,3.0,2012.0,0,14,
|Social Commerce|Art|E-Commerce|,operating,USA,2.0,2007.0,0,19,
|Manufacturing|Hospitality|,operating,CHN,1.0,2004.0,0,22,
|E-Commerce|,operating,IND,1.0,2012.0,0,14,
|Technology|Big Data|Mobile|,operating,USA,1.0,2013.0,0,13,
|Software|Web Hosting|,operating,CHN,2.0,2009.0,0,17,
|Biotechnology|,operating,USA,6.0,1998.0,0,28,
|Web Tools|Android|iPhone|Web Development|Internet|Mobile|Sales and Marketing|Apps|Software|,operating,ISR,1.0,2010.0,0,16,
|Software|,operating,CHN,2.0,2005.0,0,21,
|Mobile|,operating,SGP,1.0,2009.0,0,17,
|Search|Biotechnology|,operating,USA,6.0,2006.0,0,20,
|Blogging Platforms|Software|,operating,CAN,1.0,2011.0,0,15,
|Sports|,operating,USA,1.0,2014.0,0,12,
Unknown,operating,USA,1.0,2007.0,0,19,Unknown
|Non Profit|Social Fundraising|,operating,USA,1.0,2007.0,0,19,
|Clean Technology|,operating,USA,1.0,2010.0,0,16,
|Software|,closed,USA,1.0,2010.0,0,16,
|Textbooks|Software|,operating,ESP,1.0,2010.0,0,16,
|Systems|Education|,operating,IND,1.0,2001.0,0,25,
|Software|,operating,USA,1.0,2012.0,0,14,
|Software|,operating,CHN,1.0,2004.0,0,22,
|Tourism|Software|,operating,USA,1.0,2011.0,0,15,
|Finance|Marketplaces|E-Commerce|,closed,USA,1.0,2012.0,0,14,
|Cloud Computing|Web Development|Databases|Software|,operating,USA,1.0,2008.0,0,18,
|Outsourcing|Advertising|,operating,USA,1.0,2006.0,0,20,
Unknown,operating,ISR,1.0,2009.0,0,17,Unknown
|Mobile Commerce|E-Commerce|Payments|Software|,operating,THA,3.0,2003.0,0,23,
|Credit Cards|Mobile|,operating,RUS,2.0,2012.0,0,14,
|Software|,operating,CAN,1.0,2008.0,0,18,
|Web Development|Internet|Software|,operating,,1.0,2008.0,0,18,
|Software|,operating,AUS,2.0,2010.0,0,16,
|Mobile|,operating,NZL,1.0,2009.0,0,17,
|Finance|Software|,operating,USA,1.0,2011.0,0,15,
|Software|,operating,USA,1.0,2008.0,0,18,
Unknown,operating,FRA,1.0,2010.0,0,16,Unknown
|Curated Web|,operating,BEL,2.0,2011.0,0,15,
|Software|,acquired,USA,1.0,1998.0,1,28,
|Cloud Infrastructure|Corporate IT|Enterprise Software|,operating,USA,4.0,2010.0,0,16,
Unknown,operating,USA,1.0,2004.0,0,22,Unknown
|Social + Mobile + Local|Mobile Social|Mobile|MMO Games|Internet|Entertainment|Social Network Media|Consumers|Women|Games|,operating,USA,1.0,2011.0,0,15,
|Media|Advertising|,operating,USA,1.0,2013.0,0,13,
|Messaging|Video Chat|Facebook Applications|File Sharing|Software|Chat|Curated Web|,operating,,1.0,2007.0,0,19,
|Hospitality|,operating,,1.0,2011.0,0,15,
|Art|Beauty|Lifestyle|Music|Social Network Media|Fashion|Social Media|,operating,AUS,2.0,2004.0,0,22,
|Software|Education|,operating,USA,6.0,2008.0,0,18,
|Navigation|Tourism|E-Commerce|,operating,CAN,1.0,2012.0,0,14,
Unknown,acquired,USA,1.0,1984.0,1,42,Unknown
Unknown,operating,USA,1.0,2012.0,0,14,Unknown
|Biotechnology|,operating,USA,4.0,2007.0,0,19,
|Apps|Mobile|Design|Photography|Finance|Creative|Software|,operating,USA,1.0,2013.0,0,13,
|Transportation|,operating,USA,1.0,2013.0,0,13,
|Finance|,operating,USA,1.0,2013.0,0,13,
|Wine And Spirits|E-Commerce|,operating,GBR,1.0,2012.0,0,14,
|Video|Photography|Entertainment|News|,operating,USA,1.0,2010.0,0,16,
|Social Network Media|Advertising|,operating,USA,5.0,2007.0,0,19,
|Maps|Virtual Worlds|Photography|Curated Web|,operating,CZE,1.0,2007.0,0,19,
|Consumer Electronics|,operating,USA,1.0,1998.0,0,28,
|Pharmaceuticals|Life Sciences|Biotechnology|Media|News|,operating,CHN,1.0,2000.0,0,26,
|Dental|Biotechnology|,operating,USA,2.0,2005.0,0,21,
|Software|,operating,CAN,1.0,2008.0,0,18,
|Corporate Training|Education|,operating,FRA,1.0,2010.0,0,16,
|Semantic Web|Artificial Intelligence|Shopping|Personalization|Sales and Marketing|Web Development|Software|,operating,CAN,2.0,2007.0,0,19,
|Finance|,operating,DEU,1.0,2000.0,0,26,
|Data Centers|Internet|Services|Information Technology|,operating,USA,1.0,2012.0,0,14,
|Entertainment|,operating,AUS,1.0,2013.0,0,13,
|SaaS|Point of Sale|Software|,operating,USA,1.0,2009.0,0,17,
|Artificial Intelligence|Technology|Fashion|,operating,ESP,2.0,2011.0,0,15,
|Mobile|,operating,,1.0,2006.0,0,20,
|iPhone|Android|Apps|Sports|Mobile|,operating,ISR,2.0,2008.0,0,18,
|Social Media|,operating,CHN,2.0,1999.0,0,27,
|Bitcoin|,operating,USA,1.0,2014.0,0,12,
|Mobile|,operating,CHN,1.0,2013.0,0,13,
|Mobile|,operating,USA,1.0,2010.0,0,16,
|Online Travel|Networking|Travel|,operating,CHE,2.0,2011.0,0,15,
|Communications Hardware|Internet|Web Development|VoIP|Contact Centers|Cloud Computing|Customer Service|Software|,operating,BRA,1.0,2013.0,0,13,
|Biotechnology|,operating,ITA,1.0,2008.0,0,18,
|Health Care|iPad|Consumer Electronics|Electronic Health Records|Software|,closed,USA,2.0,2010.0,0,16,
|Customer Service|Software|,operating,USA,2.0,2005.0,0,21,
|Biotechnology|,operating,USA,1.0,2010.0,0,16,
|Enterprise Software|,operating,USA,1.0,2013.0,0,13,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Games|,closed,USA,2.0,2011.0,0,15,
|3D Printing|Local|Marketplaces|Collaborative Consumption|,operating,NLD,2.0,2013.0,0,13,
|Search|Visualization|Supply Chain Management|Manufacturing|3D|Curated Web|,operating,USA,2.0,2011.0,0,15,
Unknown,operating,,1.0,2014.0,0,12,Unknown
|3D|Online Shopping|E-Commerce|3D Technology|Internet|,operating,,2.0,2013.0,0,13,
|Drones|Manufacturing|,operating,USA,3.0,2009.0,0,17,
|Software|,operating,USA,3.0,2010.0,0,16,
|Software|,operating,USA,3.0,1986.0,0,40,
|Hardware + Software|,operating,USA,1.0,2009.0,0,17,
Unknown,operating,USA,1.0,2012.0,0,14,Unknown
|E-Commerce|,operating,USA,1.0,2009.0,0,17,
|E-Commerce|,operating,USA,1.0,1997.0,0,29,
|Physicians|Medical|3D|,operating,USA,1.0,2012.0,0,14,
|Automotive|,operating,USA,1.0,2013.0,0,13,
|Biometrics|Robotics|Kinect|3D|Computer Vision|Software|,operating,RUS,2.0,2011.0,0,15,
Unknown,operating,,1.0,2014.0,0,12,Unknown
|Video|Games|,operating,,1.0,2001.0,0,25,
|3D|Mobile|,operating,IND,2.0,2006.0,0,20,
|Health and Wellness|Beauty|E-Commerce|Retail|Travel|,operating,USA,1.0,2009.0,0,17,
|Visualization|Business Analytics|Enterprise Software|E-Commerce|,operating,FRA,1.0,2013.0,0,13,
|Brand Marketing|iPhone|Android|Mobile|B2B|Video Streaming|Music|,operating,HUN,2.0,2009.0,0,17,
|Music|,operating,USA,1.0,2003.0,0,23,
|Mobile|,operating,CHN,2.0,2005.0,0,21,
|Semiconductors|,closed,CHN,3.0,2006.0,0,20,
|SMS|Messaging|,operating,USA,1.0,2005.0,0,21,
|Software|,operating,USA,1.0,2007.0,0,19,
|Web Hosting|,acquired,USA,3.0,2004.0,1,22,
|Enterprises|Android|Mobile|,acquired,,1.0,2010.0,1,16,
|Software|,operating,USA,4.0,2006.0,0,20,
|Software|,operating,USA,3.0,2007.0,0,19,
Unknown,operating,,1.0,2008.0,0,18,Unknown
|Travel|Tourism|Curated Web|,operating,CHN,2.0,2010.0,0,16,
|Mobile|,operating,FRA,1.0,2005.0,0,21,
|Payments|Software|Infrastructure|Developer APIs|Services|Enterprise Software|,operating,ESP,2.0,2007.0,0,19,
|Biotechnology|,operating,USA,3.0,2011.0,0,15,
|Software|,operating,USA,1.0,2008.0,0,18,
|Human Resources|Consulting|Social Commerce|Recruiting|Freelancers|Search|,operating,USA,1.0,2012.0,0,14,
|Clean Technology|,operating,GBR,1.0,2007.0,0,19,
|Software|,operating,USA,1.0,2013.0,0,13,
|Clean Technology|,acquired,USA,3.0,1999.0,1,27,
|Software|,closed,IRL,1.0,2003.0,0,23,
|Coupons|Retail Technology|Online Shopping|Payments|,operating,IRL,1.0,2004.0,0,22,
|Security|,operating,USA,6.0,2002.0,0,24,
|Flash Storage|Security|,operating,USA,2.0,2007.0,0,19,
|Web Hosting|Networking|,operating,BWA,1.0,2013.0,0,13,
|E-Commerce|,operating,USA,5.0,2009.0,0,17,
|Enterprise Software|,operating,,2.0,1997.0,0,29,
|Machine Learning|Network Security|,operating,USA,1.0,2014.0,0,12,
|Venture Capital|Peer-to-Peer|Networking|Finance|Entrepreneur|Crowdfunding|Social Media|,operating,USA,3.0,2008.0,0,18,
|Messaging|,operating,USA,1.0,2010.0,0,16,
|Security|,acquired,USA,4.0,2004.0,1,22,
|Enterprise Software|,operating,USA,2.0,2013.0,0,13,
|Software|,operating,USA,1.0,2004.0,0,22,
|Commercial Real Estate|Real Estate|,operating,USA,4.0,2011.0,0,15,
|Advertising|Promotional|Android|Mobile|Curated Web|,operating,CHE,2.0,2011.0,0,15,
|Software|,operating,USA,1.0,2004.0,0,22,
|Biotechnology|,operating,USA,3.0,2011.0,0,15,
|Web Design|,operating,USA,1.0,2014.0,0,12,
|Entertainment|Games|,operating,USA,1.0,1991.0,0,35,
|Software|,closed,USA,1.0,2006.0,0,20,
|Analytics|,operating,USA,1.0,2011.0,0,15,
|Clean Technology|,operating,USA,1.0,2005.0,0,21,
|Mobile|,operating,USA,1.0,2005.0,0,21,
|Automotive|Clean Energy|Internet|Cloud Computing|Wireless|Software|,acquired,USA,6.0,2006.0,1,20,
|Mobile Advertising|Mobile|Information Technology|Local|CRM|Big Data|Advertising|,operating,USA,8.0,2004.0,0,22,
|Marketplaces|E-Commerce|,operating,,1.0,2012.0,0,14,
|Hardware + Software|,operating,USA,4.0,2005.0,0,21,
|Mobile|,operating,,1.0,2011.0,0,15,
|Apps|Kids|Religion|Education|,operating,USA,1.0,2012.0,0,14,
|Biotechnology|,operating,USA,1.0,2011.0,0,15,
|Advertising|Software|,operating,GBR,4.0,2010.0,0,16,
|Computer Vision|Human Computer Interaction|Enterprise Software|User Experience Design|Interface Design|Speech Recognition|Computers|Tablets|App Stores|Mobile|Software|,operating,DEU,1.0,2007.0,0,19,
|Pets|,operating,BRA,1.0,2013.0,0,13,
|Curated Web|,operating,DEU,1.0,2012.0,0,14,
|Software|,operating,USA,1.0,2004.0,0,22,
|Software|,operating,USA,2.0,2012.0,0,14,
|Business Services|,operating,,2.0,2013.0,0,13,
|Mobile Devices|Consumer Electronics|,operating,USA,1.0,2013.0,0,13,
|Sports|,operating,USA,1.0,2011.0,0,15,
|Venture Capital|Incubators|Finance|,operating,FRA,1.0,2012.0,0,14,
|Loyalty Programs|Social Media|E-Commerce|Enterprise Software|,acquired,USA,6.0,2010.0,1,16,
Unknown,operating,,1.0,2014.0,0,12,Unknown
|Promotional|Sales and Marketing|Internet|Apps|Photography|,operating,CAN,2.0,2009.0,0,17,
|Carbon|Environmental Innovation|Green|Nonprofits|,operating,CHN,1.0,2007.0,0,19,
|Software|,operating,CHN,3.0,2005.0,0,21,
|Real Estate|,operating,CHN,1.0,2009.0,0,17,
|E-Commerce|,operating,CHN,3.0,2002.0,0,24,
|Health Care|,operating,CHN,1.0,2012.0,0,14,
|Education|,operating,CHN,2.0,2001.0,0,25,
|Market Research|Online Shopping|Shopping|,operating,CHN,2.0,2006.0,0,20,
|Search|Human Resources|Career Management|Universities|SNS|Social Media|,operating,CHN,1.0,2010.0,0,16,
|Education|,operating,CHN,4.0,2011.0,0,15,
|Games|,operating,CHN,2.0,2007.0,0,19,
|Manufacturing|,operating,,1.0,2003.0,0,23,
Unknown,operating,USA,1.0,2009.0,0,17,Unknown
|Software|,operating,,1.0,2011.0,0,15,
|E-Commerce|,operating,CHN,2.0,2010.0,0,16,
|Photography|,acquired,CHN,2.0,2005.0,1,21,
|Software|Internet|Curated Web|,operating,CHN,6.0,2005.0,0,21,
|Web Design|Web Development|Mobile|Software|,operating,GBR,1.0,2011.0,0,15,
|Technology|Wireless|Mobile|,operating,USA,2.0,2008.0,0,18,
|Photography|,acquired,,1.0,2012.0,1,14,
|Web Development|Ticketing|Music|,operating,,1.0,2007.0,0,19,
|Education|Video|Games|,acquired,USA,3.0,2007.0,1,19,
|Art|Photography|Social Media|Curated Web|,operating,GBR,1.0,2011.0,0,15,
Unknown,operating,USA,1.0,2009.0,0,17,Unknown
|Software|,operating,USA,1.0,2006.0,0,20,
|Games|,acquired,KOR,2.0,2013.0,1,13,
|Social Media|Distribution|Digital Media|Advertising|,operating,USA,1.0,2012.0,0,14,
|Mobile|,operating,USA,1.0,2008.0,0,18,
|Online Gaming|Games|Mobile Games|Mobile|,operating,USA,1.0,2009.0,0,17,
|Internet|Internet Marketing|Advertising|,acquired,USA,4.0,2009.0,1,17,
|Finance|Web Development|Business Development|Accounting|Software|,acquired,GBR,3.0,2009.0,1,17,
|Social Media|Browser Extensions|Curated Web|,operating,USA,1.0,2010.0,0,16,
|Software|,operating,USA,3.0,2013.0,0,13,
|Web Hosting|,operating,USA,1.0,2009.0,0,17,
|Enterprise Software|,operating,USA,5.0,2008.0,0,18,
Unknown,operating,USA,1.0,2009.0,0,17,Unknown
|Mobile|,operating,,2.0,2013.0,0,13,
|Security|,operating,ISR,3.0,2011.0,0,15,
|Predictive Analytics|,operating,USA,2.0,2013.0,0,13,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Software|,acquired,USA,2.0,2004.0,1,22,
|Nanotechnology|,operating,USA,1.0,2013.0,0,13,
|Games|,operating,HKG,2.0,2008.0,0,18,
|Web Development|Internet|Finance|Task Management|Email|Collaboration|iPad|iPhone|Android|Home & Garden|Mac|Cloud Computing|Synchronization|iOS|Apps|Productivity Software|Software|,operating,DEU,5.0,2010.0,0,16,
|E-Commerce|Analytics|Software|,closed,USA,3.0,2006.0,0,20,
|Health Services Industry|Health and Wellness|Health Care|,operating,USA,2.0,2013.0,0,13,
|Biotechnology|,operating,USA,1.0,1997.0,0,29,
|Startups|Network Security|Small and Medium Businesses|Shipping|Analytics|,operating,USA,5.0,2011.0,0,15,
|Predictive Analytics|Analytics|Health and Wellness|,operating,FIN,1.0,2012.0,0,14,
|E-Commerce|,operating,,1.0,2011.0,0,15,
|Curated Web|,closed,NZL,1.0,2010.0,0,16,
Unknown,operating,USA,1.0,2011.0,0,15,Unknown
|Manufacturing|,operating,USA,1.0,2012.0,0,14,
|Clean Technology|,operating,USA,5.0,2009.0,0,17,
|Social Media|,operating,GBR,1.0,2011.0,0,15,
|Music|,acquired,GBR,4.0,2004.0,1,22,
|Games|,operating,CHN,1.0,2006.0,0,20,
|Games|,operating,CHN,1.0,2003.0,0,23,
|Software|,operating,USA,2.0,2013.0,0,13,
|Games|,operating,CHN,3.0,2008.0,0,18,
|Web Hosting|,operating,USA,4.0,2006.0,0,20,
|Semantic Search|SEO|Communities|Brand Marketing|Consulting|,operating,USA,2.0,2009.0,0,17,
|Publishing|,operating,NLD,2.0,2013.0,0,13,
|Portals|Wealth Management|Personal Finance|Finance Technology|,operating,HKG,3.0,2012.0,0,14,
|Web Hosting|Networking|Software|,operating,CHN,3.0,2004.0,0,22,
|E-Commerce|,operating,USA,1.0,2012.0,0,14,
|Publishing|News|Photography|Curated Web|,operating,USA,1.0,2006.0,0,20,
|Health and Wellness|,operating,USA,1.0,2011.0,0,15,
|Digital Entertainment|Entertainment|Sports|,operating,USA,2.0,2012.0,0,14,
|E-Commerce|Games|,operating,CHN,1.0,2012.0,0,14,
|Task Management|Curated Web|,closed,,1.0,2008.0,0,18,
|Advertising|Content Discovery|,operating,GBR,2.0,2013.0,0,13,
|E-Commerce|Sales and Marketing|Big Data|Marketing Automation|Analytics|,operating,TUR,1.0,2012.0,0,14,
|Fashion|,operating,USA,1.0,2012.0,0,14,
|Fitness|Tracking|Exercise|,operating,,1.0,2014.0,0,12,
|Sports|Technology|,operating,SGP,2.0,2014.0,0,12,
|Lifestyle|Retail|E-Commerce|Fashion|,operating,USA,1.0,2013.0,0,13,
|Social Commerce|E-Commerce|,acquired,USA,3.0,2008.0,1,18,
|Music|,operating,USA,2.0,2008.0,0,18,
|Travel|,operating,CHN,1.0,2011.0,0,15,
|Mobile|,operating,SGP,1.0,2011.0,0,15,
|Telecommunications|Web Hosting|,acquired,USA,1.0,1987.0,1,39,
|Consulting|,operating,USA,2.0,2013.0,0,13,
|Manufacturing|,operating,USA,3.0,2012.0,0,14,
|Sports|Soccer|Publishing|News|Media|,operating,GBR,2.0,2011.0,0,15,
|Television|Weddings|Consumer Electronics|Mobile|Apps|Social Media|,operating,ISR,1.0,2013.0,0,13,
|Mobile|,acquired,CHN,1.0,2010.0,1,16,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Mobile|,operating,IND,1.0,2010.0,0,16,
|Payments|E-Commerce|,operating,CHN,4.0,2005.0,0,21,
|Marketplaces|Online Shopping|Crowdsourcing|Design|,operating,USA,1.0,2008.0,0,18,
|File Sharing|Fashion|,operating,AUS,2.0,2010.0,0,16,
|Human Resources|Big Data Analytics|Big Data|Social Network Media|Social Recruiting|Recruiting|Enterprise Software|,operating,BRA,1.0,2012.0,0,14,
|Social Commerce|E-Commerce|,operating,IND,1.0,2012.0,0,14,
|Manufacturing|,operating,,1.0,2009.0,0,17,
|Software|,operating,IND,3.0,2011.0,0,15,
|E-Commerce|,closed,CHN,1.0,2005.0,0,21,
|Automotive|Cars|E-Commerce|,closed,CHN,2.0,2009.0,0,17,
|Restaurants|Point of Sale|,acquired,,1.0,2012.0,1,14,
|E-Commerce|,operating,CHN,2.0,2005.0,0,21,
|SEO|Social Media|,closed,RUS,1.0,2011.0,0,15,
|Travel|,operating,DEU,1.0,2011.0,0,15,
|Advertising|,operating,KOR,3.0,2011.0,0,15,
|Social Media|,operating,HKG,2.0,2008.0,0,18,
|Business Analytics|Enterprise Software|SaaS|Software|,operating,USA,2.0,2011.0,0,15,
|Technology|Software|,operating,USA,1.0,2013.0,0,13,
|Video|Photography|,operating,,2.0,1999.0,0,27,
|Training|Presentations|iPad|Enterprises|SaaS|Enterprise Software|,operating,USA,2.0,2010.0,0,16,
|Software|,operating,USA,1.0,2002.0,0,24,
|Mobile|,operating,CHN,2.0,2011.0,0,15,
Unknown,operating,USA,2.0,2014.0,0,12,Unknown
|Email Marketing|SaaS|E-Commerce|Mobile Payments|Mobile|,operating,USA,1.0,2011.0,0,15,
|Security|,operating,ISR,1.0,2013.0,0,13,
Unknown,operating,USA,1.0,2013.0,0,13,Unknown
|Travel & Tourism|,operating,USA,1.0,2008.0,0,18,
|Health and Wellness|,operating,USA,1.0,2004.0,0,22,
|Health and Wellness|,operating,USA,1.0,2008.0,0,18,
Unknown,operating,USA,1.0,2011.0,0,15,Unknown
|Mobile|,operating,USA,2.0,2005.0,0,21,
|Finance|,operating,IND,1.0,2000.0,0,26,
|Sensors|Networking|Wireless|Software|,closed,,1.0,2011.0,0,15,
Unknown,operating,USA,1.0,2011.0,0,15,Unknown
|Consulting|,operating,USA,1.0,2006.0,0,20,
|Twitter Applications|Facebook Applications|Identity|Reputation|Kids|Security|,operating,,1.0,2013.0,0,13,
Unknown,acquired,USA,1.0,1989.0,1,37,Unknown
|Software|,operating,JPN,1.0,2012.0,0,14,
|Music|Media|News|,operating,USA,1.0,2012.0,0,14,
|E-Commerce|,operating,USA,1.0,1984.0,0,42,
|Productivity Software|Business Productivity|Point of Sale|CRM|Android|iOS|iPad|iPhone|Mobile|,operating,USA,1.0,2012.0,0,14,
|Communications Hardware|Technology|Security|Virtualization|Cloud Computing|Optimization|SEO|Hardware|Networking|Web Hosting|,operating,USA,4.0,2004.0,0,22,
|Batteries|Clean Technology|Mobile|,operating,USA,8.0,2001.0,0,25,
|Music|,operating,CHN,2.0,2000.0,0,26,
|Biotechnology|,operating,USA,1.0,1979.0,0,47,
|Social Network Media|Music|,operating,USA,1.0,2000.0,0,26,
|Biotechnology|,closed,USA,1.0,2008.0,0,18,
|Search|,acquired,USA,2.0,2007.0,1,19,
|Advertising|,operating,,3.0,2010.0,0,16,
|Fashion|,operating,USA,1.0,2008.0,0,18,
|Human Resources|,operating,USA,1.0,2006.0,0,20,
|Biotechnology|,operating,USA,1.0,1989.0,0,37,
|Social Media|,operating,BRA,2.0,2010.0,0,16,
|Mobile|,operating,FIN,1.0,2009.0,0,17,
Unknown,operating,USA,1.0,2010.0,0,16,Unknown
|Optimization|Testing|Advertising|Analytics|,operating,FRA,1.0,2011.0,0,15,
|Real Estate|,operating,USA,1.0,2014.0,0,12,
|Education|,operating,ESP,1.0,2007.0,0,19,
|Rapidly Expanding|3D|,operating,,1.0,2012.0,0,14,
|Analytics|,acquired,USA,1.0,2000.0,1,26,
|Software|,operating,GBR,1.0,1977.0,0,49,
|SaaS|Software|,operating,USA,1.0,2013.0,0,13,
|Clean Technology|,operating,USA,6.0,2006.0,0,20,
|Software|Advertising Platforms|Advertising|,operating,USA,1.0,2013.0,0,13,
|Financial Services|,operating,USA,1.0,2011.0,0,15,
|Biotechnology|,operating,CAN,3.0,2011.0,0,15,
|Software|,acquired,FRA,1.0,2001.0,1,25,
|Software|,operating,DEU,1.0,1999.0,0,27,
|Curated Web|,operating,USA,2.0,1997.0,0,29,
|Technology|Energy|Automotive|Clean Technology|,operating,CHE,1.0,1988.0,0,38,
Unknown,operating,USA,1.0,2006.0,0,20,Unknown
|Finance|Investment Management|Pharmaceuticals|,operating,,1.0,2009.0,0,17,
|Women|Fashion|E-Commerce|,operating,USA,5.0,2012.0,0,14,
|Health and Wellness|Venture Capital|Medical|Biotechnology|,operating,USA,2.0,1991.0,0,35,
|Business Services|,operating,RUS,1.0,2004.0,0,22,
|Advertising|,closed,IND,1.0,2007.0,0,19,
|Events|Biotechnology|,operating,GBR,2.0,1998.0,0,28,
|Services|B2B|Social Media|,operating,CRI,1.0,2010.0,0,16,
|Biotechnology|,operating,CAN,1.0,2010.0,0,16,
